blanck;category_id;category_name;category_parent_id
blanck;1;React;
blanck;2;Python;
blanck;3;Java;
blanck;4;C#;
blanck;5;PHP;
blanck;6;Ruby on Rails;
blanck;7;UX/UI;
blanck;8;QA;
blanck;10;DevOps
