city_id;city_name;city_latitude;city_longitude;country_id;state_id
000295;Franco da Rocha;-23.3255303;-46.7241035;001;000025
000296;Jaú;-22.29639;-48.55778;001;000025
000297;Aracaju;-10.9167;-37.05;001;000026
000298;Nossa Senhora do Socorro;-10.8458667;-37.0746955;001;000026
000299;Palmas;-10.1845063;-48.3346604;001;000027
000300;Araguaína;-7.190833;-48.206944;001;000027
000301;Toronto;43.6518927;-79.381713;002;000031
000302;Ottawa;45.4204213;-75.6924321;002;000031
000303;Vancouver;49.2635657;-123.1385715;002;000029
000304;Kitchener-Waterloo;43.467;-80.5;002;000031
000305;Montreal;45.509062;-73.553363;002;000032
000306;Calgary;51.047306;-114.05797;002;000028
000307;Victoria;48.4275;-123.367259;002;000029
000308;Halifax;44.646244;-63.573566;002;000030
000309;Quebec City;46.8141835;-71.2074252;002;000032
000310;Hamilton;43.25;-79.866667;002;000031
000311;Dublin;53.3440956;-6.2674862;005;000048
000312;Cork;51.897222;-8.47;005;000047
000313;Munich;48.1391264;11.5802189;004;000034
000314;Erlangen;49.599937;11.0063;004;000034
000315;Stuttgart;48.783333;9.183333;004;000033
000316;Düsseldorf;51.224956;6.7756691;004;000037
000317;Heidelberg;49.4019172;8.6802997;004;000033
000318;Cologne;50.940533;6.9599054;004;000037
000319;Regensburg;49.013432;12.101624;004;000034
000320;Hamburg;53.551086;9.993682;004;000036
000321;Karlsruhe;49.00921;8.403951;004;000033
000322;Ulm;48.4;9.983333;004;000033
000323;Bonn;50.7327045;7.0963113;004;000037
000324;Nuremberg;49.45052;11.08048;004;000034
000325;Münster;51.964711;7.628496;004;000037
000326;Dresden;51.033333;13.733333;004;000038
000327;Leipzig;51.3396926;12.3713561;004;000038
000328;Berlin;52.520008;13.404954;004;000035
000329;Lille;50.6312858;3.0627527;003;000039
000330;Bordeaux;44.8349955;-0.5754952;003;000040
000331;Cambridge;52.205;0.119;008;000041
000332;London;51.5001524;-0.1262362;008;000041
000333;Manchester;53.4807125;-2.2343765;008;000041
000334;Edinburgh;55.9501927;-3.1875526;008;000043
000335;Bristol;51.454514;-2.587910;008;000041
000336;Birmingham;52.4828994;-1.8934623;009;000041
000337;Leeds;53.799722;-1.549167;008;000041
000338;Belfast;54.5972686;-5.9301088;008;000042
000339;Lisbon;38.7071;-9.13549;006;000045
000340;Amadora;38.733333;-9.233333;006;000045
000341;Porto;41.1501526;-8.610318;006;000046
000342;Braga;41.5517605;-8.4229034;006;000044
